指标名称,PCA1,PCA2,PCA3
2007-09-30,-50093.35569473718,5.26367682417073,-1.6377358877905857
2007-10-31,-41496.153804654874,5.7610596184599485,-2.663022439432866
2007-11-30,-41318.57374314584,6.5466537607998,-4.935510979088309
2007-12-31,-40319.78487655334,5.981410368377554,-6.860656363091541
2008-01-31,-48037.62767890636,6.829275457010922,-7.907322143438244
2008-02-29,-49416.75835161689,9.310599776617511,-8.861242189863043
2008-03-31,-49847.498246215975,8.818806634167801,-10.701048999127615
2008-04-30,-40643.303604010565,9.174878580351459,-11.482632124159394
2008-05-31,-40850.3096643501,8.191292295452037,-11.57200623287282
2008-06-30,-40775.16859284504,7.490327706763737,-13.259821082723365
2008-07-31,-37085.00503333149,6.727092171781917,-15.508299484384219
2008-08-31,-37222.04694130495,4.822190548276592,-15.483880584854449
2008-09-30,-36885.70628296119,4.471708253932442,-13.819782322191378
2008-10-31,-31031.46827446318,3.5503929153265372,-9.97638841890598
2008-11-30,-30961.420692936594,1.069068595719949,-2.1467907947481777
2008-12-31,-29341.57507113611,-0.7001118315193244,4.549142702408573
2009-01-31,-42442.835679287105,-1.3499847775931217,9.107351135322315
2009-02-28,-44199.36813065148,-4.803716078420117,11.242036528739973
2009-03-31,-44452.14570071128,-4.458823435915475,13.591114988617198
2009-04-30,-34755.695322913736,-4.956206230204694,14.474409245742835
2009-05-31,-34944.566480299894,-4.888345632071668,15.481649790313151
2009-06-30,-34750.35006534687,-5.385728426360887,16.546731935690985
2009-07-31,-28990.797239188127,-5.600489524438984,17.127331687945098
2009-08-31,-29057.322955657895,-4.826074685778149,16.679682024883636
2009-09-30,-28228.597122710795,-4.187381043383369,15.148533851413209
2009-10-31,-18099.263188203786,-3.836898749039219,13.085214963213032
2009-11-30,-17902.699590092336,-2.1355789199329727,7.012129381257069
2009-12-31,-16267.77740493623,-0.22508764458813757,-0.5952592557227407
2010-01-31,-29469.787678460525,-0.20272903723010477,-6.15285390891234
2010-02-28,-29007.58525418954,1.1257498901739593,-8.65600653945555
2010-03-31,-29876.49508943084,0.7752675958298093,-9.940450019066155
2010-04-30,-18297.76356840832,1.4139612382245905,-10.88528945659093
2010-05-31,-18552.06298773498,1.8378937825412751,-11.24730699410662
2010-06-30,-18289.327383792675,1.4083715863850828,-9.676695181283781
2010-07-31,-11982.728634000105,1.753264228889724,-6.87540755210707
2010-08-31,-11962.92303356044,2.0358859251008474,-5.747962703259725
2010-09-30,-11223.018300043754,2.103746523233874,-5.447860704102336
2010-10-31,1410.7614460227173,3.3076835580509014,-6.665790735540592
2010-11-30,1802.6855513452147,4.370309744762367,-8.570629561140858
2010-12-31,3095.983656082268,3.5903052542620237,-8.307360292045727
2011-01-31,-8097.877988466538,3.5000860487709655,-8.858240922613719
2011-02-28,-11520.167516113355,3.970646211784705,-9.79148405267639
2011-03-31,-11825.735220264194,4.488904987506297,-9.960487752436944
2011-04-30,2277.3447573857543,4.535889604206952,-9.59361715787612
2011-05-31,2149.7569916668162,4.798831726959497,-9.378406568346179
2011-06-30,2293.5875224960123,6.029913001029734,-9.870002569846033
2011-07-31,9490.190999651832,6.315409925155044,-10.461866675179113
2011-08-31,9604.60210235856,6.03837788078343,-10.00932555149649
2011-09-30,10127.090719781392,5.981374978351687,-9.044549913527911
2011-10-31,20870.793063015917,5.079060607223031,-6.601946600234428
2011-11-30,21188.18921623697,3.262377761290639,-2.8554107719977537
2011-12-31,22832.732749988663,3.0102933342393787,-0.9449397698580002
2012-01-31,4841.920197278536,3.5224446561289975,0.7938966232310406
2012-02-29,2253.8484827395932,1.7588538807292318,2.0227206497891026
2012-03-31,2104.5192003343527,2.4709977730965482,2.9387352958501824
2012-04-30,15535.431820644266,2.041475576940355,3.921224986507588
2012-05-31,15410.624245141085,1.3293316845730394,4.926945695665229
2012-06-30,15711.122145287578,-0.021505850189057346,6.111453025825742
2012-07-31,22012.491086858754,-0.7336497425563732,7.3248619546019995
2012-08-31,21941.885649157248,-0.4510280463452501,8.205525302437476
2012-09-30,23059.58548222446,-0.5923388944508117,8.244950538213866
2012-10-31,35526.934111451046,-0.7280600907168651,7.1224355535637045
2012-11-30,35919.801330255905,-0.3775777963727153,6.385616290040683
2012-12-31,37289.79430755536,0.2555261941825575,5.949971695976511
2013-01-31,17297.507983233703,-0.20997981399707247,5.367852108309722
2013-02-28,16347.190787601168,1.184688279379293,5.329167588451658
2013-03-31,15369.063017665296,-0.5506975699897333,5.624710081371024
2013-04-30,28842.963023489283,-0.262468526926169,6.564326103891504
2013-05-31,28681.896832148585,-0.6048075494943556,6.944760006438321
2013-06-30,28790.643280031174,0.2963531914660396,6.56806808705915
2013-07-31,36874.740017730466,0.5205719954772268,5.978834891016231
2013-08-31,36834.99589252206,0.3741716025116883,5.108695180341399
2013-09-30,37579.18975019583,0.923849835168871,4.909678808087614
2013-10-31,52182.55424001526,1.0282872956955993,5.063267410066363
2013-11-30,52413.566213585305,0.7319095174649448,4.86384227627739
2013-12-31,54051.7329508483,0.07101838147549096,4.747418358744033
2014-01-31,32195.73199101036,-0.04036240385081906,5.161274962568592
2014-02-28,27684.620112613604,-0.6664419490141591,5.740168984955474
2014-03-31,27194.21462888974,-0.04299996478429398,6.219904851577606
2014-04-30,42142.36412582361,-0.727337825934516,5.892261614335229
2014-05-31,42342.99376161255,0.34794680536604167,5.178330714524564
2014-06-30,42339.43808971582,0.22113163531379826,4.707220910830329
2014-07-31,50489.40049513554,0.16675902337150322,4.270468646613968
2014-08-31,50441.613096108995,-0.32293630382556193,4.670598927067311
2014-09-30,51048.131434008545,-0.951189216298272,5.430556093500359
2014-10-31,65269.375876289305,-1.0054622879417956,6.212977932025821
2014-11-30,65505.801185289274,-1.245047327422502,6.986421867562186
2014-12-31,67106.91460412306,-1.2530868313404755,8.024044122114683
2015-01-31,38342.59746935977,-2.3517175740686898,9.55190105490355
2015-02-28,40810.85524586833,-1.6161737905827158,10.395313520633758
2015-03-31,38180.35071819775,-1.6146986186148642,10.115570613883671
2015-04-30,54580.01142156781,-1.44109475833463,10.009072331679109
2015-05-31,54221.3802666913,-1.7677434718873186,9.978511671470978
2015-06-30,54630.26439864324,-1.5639805805619102,10.178438545607335
2015-07-31,61869.0383893989,-1.286421154487556,10.893582983235305
2015-08-31,61609.11592907891,-0.9215546714479538,11.649134294606
2015-09-30,62633.21863204087,-1.397232291444014,11.856537612152087
2015-10-31,77463.88228980328,-1.6953841812384003,11.882176057293316
2015-11-30,77593.13758607984,-1.3714724576778878,11.882176057293316
2015-12-31,79250.65013423441,-1.1358484457227829,11.799545198996865
2016-01-31,51914.79856814007,-1.1743512423915823,11.048460315145551
2016-02-29,50705.969983457115,-0.3208965019187051,10.410018962083921
2016-03-31,49984.492595704454,-0.4441569337022308,9.576303219936154
2016-04-30,68033.66748822045,-0.4172305884558443,8.408360465010958
2016-05-31,67788.10265656213,-0.9465740182341562,7.574644722863191
2016-06-30,68407.28893612398,-1.0699397093267509,7.1314777588877
2016-07-31,76843.8247401914,-1.080505369306196,5.963535003962503
2016-08-31,76714.90186851086,-1.3759745106526569,4.712961390740853
2016-09-30,77704.9081354559,-0.4957615279034065,3.2971260609262996
2016-10-31,96719.23873178962,-0.31298174003182816,1.4381237671362537
2016-11-30,97197.938843075,0.08564418515649364,-1.893035621863188
2016-12-31,98445.43472950427,-0.016849050647253658,-5.445778492850376
2017-01-31,74860.53247814266,0.6006115217301243,-7.96953123260366
2017-02-28,70007.65101511164,-1.496723511355055,-9.715889995604025
2017-03-31,70125.67630505956,-1.4354734357195569,-9.68587732311079
2017-04-30,88895.95335366028,-1.061780862384086,-8.183707555408162
2017-05-31,88842.20177885983,-0.7147507297886453,-6.850503083890062
2017-06-30,89651.32195465916,-0.8664254959819297,-6.272087075814897
2017-07-31,98895.15093221152,-1.1042499725514021,-6.0241945009255415
2017-08-31,98753.54007410463,-0.48142158415068853,-7.053184632159441
2017-09-30,99945.77932278717,-0.7317986206238689,-8.052162090900113
2017-10-31,120641.3123561346,-0.274740013569571,-7.96953123260366
2017-11-30,120916.28448101746,-0.4492429418211228,-6.275790655406517
2017-12-31,122034.64332874626,-0.2774502399769593,-4.777324467295515
2018-01-31,91046.63103978797,-0.6009028423312162,-3.8609778668512953
2018-02-28,92486.21035141041,0.903915269573713,-2.8620004081106254
2018-03-31,90673.00842210995,-0.06005979858304268,-1.9456538076664074
2018-04-30,110995.06987260972,-0.31087010371446266,-2.114619103850934
2018-05-31,110679.79430036849,-0.19342315400837928,-3.0046566113935422
2018-06-30,111621.48282190558,0.09846070654087853,-4.003634070134213
2018-07-31,120405.31454165516,0.4799464392150335,-4.0299431630358225
2018-08-31,120181.24800703836,0.6828011639559837,-3.417810902875803
2018-09-30,121324.465660944,1.0974864096177246,-2.6404169261228785
2018-10-31,143575.42959957593,1.206192779577076,-2.306189913345448
2018-11-30,143764.8298918867,0.5309134798543771,-1.3898433129012295
2018-12-31,145553.57230784892,-0.20084906209720096,1.0286730552456167
2019-01-31,109488.98796032966,-0.6858261969826576,2.636079194554683
2019-02-28,107291.41960332057,-0.7896699847606309,2.88397176944404
2019-03-31,106079.48324635568,0.4247704358024687,2.4671138983701564
2019-04-30,128679.1800310398,0.617709376797127,2.020243354803041
2019-05-31,128285.85843238146,0.8319488902838202,2.3544703675804715
2019-06-30,129361.10641891428,0.6153543861498111,3.1055552514317855
2019-07-31,137176.32340494238,0.656548136527809,3.522413122505669
2019-08-31,136969.28414484567,0.6750656790483847,4.382437957555045
2019-09-30,138238.3051292981,0.8886301847378303,4.938248452320223
2019-10-31,161750.53129028142,1.6822557606457846,5.4940589470854
2019-11-30,161884.2164187391,2.74410778172254,5.464046274592168
2019-12-31,164149.83612033245,3.021390554896356,4.213472661370518
2020-01-31,98841.89715358982,4.3097277151352245,3.0492334860369437
2020-02-29,97434.12268654078,4.076124512248272,3.4961040296040595
2020-03-31,96893.2477887311,2.411529632495097,5.024582890208297
2020-04-30,137807.00356212017,0.9754797003630599,7.743610019047718
2020-05-31,137150.46385803778,-0.24444369354389128,9.073110910974197
2020-06-30,138058.23377050762,-0.03136019917516752,8.183073403431589
2020-07-31,152724.10487247177,0.5043475543613196,6.936203369801563
2020-08-31,152317.48417026538,0.2707091831709785,6.049869441850577
2020-09-30,153826.50951136774,-0.7773613675034298,5.940929490652515
2020-10-31,182708.27161426324,-2.423790267983603,6.023560348948966
2020-11-30,182812.4693862547,-3.6899982490941494,5.024582890208297
2020-12-31,185318.45418369456,-2.6273720623826833,3.0829497381217994
