时间,BL,Market
2018-09-20,107.70212205151759,99.65346582062642
2018-09-21,107.9931440322703,101.06667333527054
2018-09-25,108.02499686356961,100.79507275099728
2018-09-26,108.25363196310187,101.45818312554611
2018-09-27,108.21920080436507,100.99495423995128
2018-09-28,108.34209012440259,101.5796400297498
2018-10-08,107.98997887130797,99.0199461304355
2018-10-09,108.2829265836166,99.57702993355134
2018-10-10,108.4012156099236,99.75373749080865
2018-10-11,107.80446051458163,95.8584042300915
2018-10-12,108.05218969517811,96.38965887794183
2018-10-15,107.93596826360657,95.40754615434408
2018-10-16,107.70197497058373,94.34418051489172
2018-10-17,107.75958720722198,94.62986395918483
2018-10-18,107.37188492759975,92.54586720188897
2018-10-19,107.69187514836227,94.00456090877822
2018-10-22,108.21473863022948,96.74427741450302
2018-10-23,107.9996104484754,95.32216804832166
2018-10-24,107.9409349007557,95.20314741210635
2018-10-25,107.94717360444758,95.002907677766
2018-10-26,107.82148800693602,94.80265729939356
2018-10-29,107.564590472482,93.38350879309768
2018-10-30,107.55702895202941,93.59940385711802
2018-10-31,107.81829881310252,94.68579533573273
2018-11-01,108.06835684200394,95.19078931283887
2018-11-02,108.39306455203686,97.01600125001701
2018-11-05,108.37367654439083,96.82167169973677
2018-11-06,108.41943292317302,96.70045885466233
2018-11-07,108.50370673098703,96.5610676957221
2018-11-08,108.423929366808,96.20389541807613
2018-11-09,108.1869604804333,95.32965959047108
2018-11-12,108.39436250626562,96.31800916923592
2018-11-13,108.56031638646154,97.08405751853331
2018-11-14,108.51675136539336,96.59288386380558
2018-11-15,108.80040978970575,97.55458724240344
2018-11-16,108.98552990819188,97.77863378237106
2018-11-19,109.085059507434,98.18489850695218
2018-11-20,108.8782789251674,96.86239868123573
2018-11-21,108.99310098971708,97.10209048912806
2018-11-22,108.97219261162037,96.96491915994622
2018-11-23,108.57023520279552,94.93455397677766
2018-11-26,108.53537768652808,94.74254079571574
2018-11-27,108.54273041807343,94.8849921441551
2018-11-28,108.77814693426613,95.66333979262134
2018-11-29,108.74592799892898,94.95717308095004
2018-11-30,108.89045865437453,95.52395037585862
2018-12-03,109.33740021498137,97.38239705559633
2018-12-04,109.44246824172956,97.76589470121301
2018-12-05,109.43796573063058,97.38325046738142
2018-12-06,109.1093029967023,96.06552592818214
2018-12-07,108.99280434298572,95.93998373055616
2018-12-10,108.95467229506379,95.43017174230503
2018-12-11,109.06347627819525,95.78953752552567
2018-12-12,109.12689329776137,95.94804125446001
2018-12-13,109.20021861762959,96.66575490118244
2018-12-14,108.82331757593579,95.32545532944648
2018-12-17,108.73256493173129,95.26225810548254
2018-12-18,108.65298695848162,94.87586452675625
2018-12-19,108.53346135061419,94.09287688614954
2018-12-20,108.49884946419952,93.83233957031814
2018-12-21,108.40612326307735,93.36224615318628
2018-12-24,108.48127346469201,93.72219592257981
2018-12-25,108.46677965017034,93.26824505207028
2018-12-26,108.44826025993245,93.05239398169964
2018-12-27,108.33239902668042,92.47666760940902
2018-12-28,108.569027547272,92.86751407320885
2019-01-02,108.46480294648038,91.98950576401171
2019-01-03,108.5585368980685,91.8944004345148
2019-01-04,108.92302194219283,93.1468124264021
2019-01-07,109.15398996061549,93.87006770450111
2019-01-08,109.18677165336955,93.6658957186831
2019-01-09,109.36470203885811,94.12312048837998
2019-01-10,109.39020978451744,94.08240444463027
2019-01-11,109.4809853092152,94.63771986307256
2019-01-14,109.27447806113229,94.15003303673886
2019-01-15,109.55739876361086,95.1598226056173
2019-01-16,109.63140273027332,95.0970589334899
2019-01-17,109.61030204098164,94.85281421205109
2019-01-18,109.85313256272475,95.7282786348299
2019-01-21,109.99056653348931,96.13439428738351
2019-01-22,109.76778457174878,95.28563797661181
2019-01-23,109.75518137152427,95.36342480870988
2019-01-24,109.81803549486257,95.5096319298623
2019-01-25,109.81653041218745,95.52640438057122
2019-01-28,109.88166688087364,95.50184133636364
2019-01-29,109.83028739843108,95.13440472112478
2019-01-30,109.80822869476867,94.58229823149095
2019-01-31,109.92268855517358,94.56296512639301
2019-02-01,110.18133338946339,95.670881917305
2019-02-11,110.6624333447604,97.06517355707687
2019-02-12,110.8720314529391,97.75672889685852
2019-02-13,111.19997971160001,99.18601033528599
2019-02-14,111.14246433584827,99.11327457997905
2019-02-15,111.05188991333551,98.61008927387486
2019-02-18,111.49182086240957,100.56414809622247
2019-02-19,111.4551382918098,100.41744459079214
2019-02-20,111.51702587124221,100.71392866284764
2019-02-21,111.59966746399634,100.6739624771045
2019-02-22,111.76448249424466,101.64207193204702
2019-02-25,112.1756466544648,104.72499097890868
2019-02-26,111.93522058128254,104.34386137850393
2019-02-27,111.98160542673546,104.62600489755256
2019-02-28,111.92309277022936,104.43289880666123
2019-03-01,112.10076032724172,105.41754666476328
2019-03-04,112.27785904988139,106.37818934978911
2019-03-05,112.42003178322679,107.36473482072005
2019-03-06,112.6177434234397,108.54796963721805
2019-03-07,112.6025534452596,108.61855358817559
2019-03-08,112.08571381914064,105.27807402528721
2019-03-11,112.58005831295164,107.47762675738319
2019-03-12,112.82929615311555,108.70879099739952
2019-03-13,112.5406007233817,107.41211981938012
2019-03-14,112.25231242562931,106.18632795872762
2019-03-15,112.36850818248834,106.97965725368222
2019-03-18,112.83522350710275,109.10635548712828
2019-03-19,112.81403413193716,109.0619131733338
2019-03-20,112.75017980665815,108.89835071284533
2019-03-21,112.87983254572909,109.35524109106376
2019-03-22,112.8707231036097,109.35698344380683
2019-03-25,112.65367418884611,108.01013616228428
2019-03-26,112.53098355978494,106.8349853261078
2019-03-27,112.67828598627727,107.4871307542472
2019-03-28,112.56721428006308,106.81115981495246
2019-03-29,112.87980284881934,108.72212121375784
2019-04-01,113.25186265452585,110.95656810361108
2019-04-02,113.20246134207135,111.1413063724423
2019-04-03,113.31762858614334,111.91682258224058
2019-04-04,113.32590387251118,112.53742361466459
2019-04-08,113.23838056925398,112.65301376363044
2019-04-09,113.31561259789203,112.65088081541485
2019-04-10,113.45031448185729,112.83757330651305
2019-04-11,113.17585376055833,111.27853964247147
2019-04-12,113.1354521609261,111.22669875250706
2019-04-15,113.00769292584701,110.7639522320929
2019-04-16,113.21822608692361,112.39680246754962
2019-04-17,113.1932433090243,112.58928502252495
2019-04-18,113.1081534867013,112.2268682071049
2019-04-19,113.3419254007241,113.00282881342423
2019-04-22,113.3437808259285,112.35755725839091
2019-04-23,113.1042974761591,111.39389576113776
2019-04-24,113.11973568017402,111.74547309307887
2019-04-25,112.77446196777173,109.57949295968952
2019-04-26,112.62707318274006,108.61634466553028
2019-04-29,112.56745623611435,107.61483797310238
2019-04-30,112.64591020947287,107.9870376554573
2019-05-06,112.03820053133154,103.48803442053485
2019-05-07,112.28700009580643,104.28144906287513
2019-05-08,112.30579162724578,103.82742378444479
