时间,上证指数,沪深300,能源指数,工业指数,医疗保健指数,公用事业指数,中债-信用债总财富(总值)指数,中债-企业债总财富(总值)指数,中债-国开行债券总财富(总值)指数,南华农产品指数,黄金指数,日常消费指数,材料指数,电信服务指数,恒生综指
2016-03-29,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-03-30,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-03-31,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-01,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-05,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-06,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-07,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-08,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-11,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-12,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-13,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-14,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-15,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-18,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-19,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-20,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-21,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
2016-04-22,0.008271711383203054,0.007829279895097064,0.007339526121800295,0.0063849723336665345,0.007445031043825794,0.006860866592476545,0.28977465202286773,0.2917617248734098,0.2896488701348242,0.040803078758406795,0.007039279667025784,0.007992118168784833,0.00611675771632257,0.007012846782828556,0.015719284505460337
