时间,SV,Market
2016-10-25,105.38499671042128,110.87843856763881
2016-10-26,105.21688945915153,110.71815093398808
2016-10-27,105.18122422251086,110.39691209271652
2016-10-28,105.0019566727219,109.85612373091888
2016-10-31,104.99559246331056,109.8906796212606
2016-11-01,105.36477209977005,110.57734032986797
2016-11-02,105.22103408617167,110.22160522854799
2016-11-03,105.43446542403423,110.68229672906178
2016-11-04,105.27793659064761,110.50379723661223
2016-11-07,105.07391741314814,110.75117694646839
2016-11-08,105.28511443474684,111.00777111612277
2016-11-09,105.05636225296269,110.96239513441795
2016-11-10,105.29082751300163,111.79718492517401
2016-11-11,105.19811811318549,112.26329316894204
2016-11-14,105.36344582480481,112.25517307869461
2016-11-15,105.49181096260003,112.30118357737173
2016-11-16,105.27748885944659,112.53951251024361
2016-11-17,105.2775422334856,112.72080861823707
2016-11-18,105.08743343325257,112.2192113748723
2016-11-21,105.22272947775144,112.70826178444895
2016-11-22,105.26029538464807,113.48918692759953
2016-11-23,105.32523435548092,113.09587846890545
2016-11-24,105.31227087701727,112.9971481950455
2016-11-25,105.54339060250584,113.2876724087795
2016-11-28,105.49476325464452,114.01973002772141
2016-11-29,105.74183359348748,113.8735859682152
2016-11-30,105.36768754846173,113.52334669002184
2016-12-01,105.12100663746114,114.42438235440314
2016-12-02,104.7169946145131,113.27800879511226
2016-12-05,104.14020080655683,112.37231209699625
2016-12-06,103.92273529739936,112.18728349644971
2016-12-07,104.07089597695406,112.7690260867789
2016-12-08,103.97654883706453,112.85534194501659
2016-12-09,104.10452897903988,112.81679230877748
2016-12-12,102.91463517375124,110.24700646013959
2016-12-13,102.55338870566173,110.7713029531709
2016-12-14,102.25973016606342,110.3264524568776
2016-12-15,101.601999950799,109.77090211493147
2016-12-16,101.68664404867909,110.08273988288715
2016-12-19,101.46214892571656,110.02109983369066
2016-12-20,101.29186821377836,109.4916349141221
2016-12-21,101.66781062026813,110.43359900546068
2016-12-22,101.87721226973348,110.5047266152162
2016-12-23,101.70365970464378,109.84941070530687
2016-12-26,102.06149227971922,109.88467026148669
2016-12-27,102.10071278234636,109.87282203571651
2016-12-28,101.9528618967515,109.83800249192879
2016-12-29,102.05600502014904,109.8038524473891
2016-12-30,102.35775589742084,109.97497930221209
2017-01-03,102.76010077669085,110.68150682631097
2017-01-04,102.85971259448459,111.35516046934623
2017-01-05,102.69603878542438,111.88448411109586
2017-01-06,102.64116558511435,111.4882836156806
2017-01-09,102.89549189016807,111.80547067785456
2017-01-10,102.863464799664,111.73803446446567
2017-01-11,103.14825912683068,110.80588099713961
2017-01-12,103.0336456525028,110.18443386135992
2017-01-13,103.31696222020676,109.60707874793312
2017-01-16,103.22942454820996,108.57304255840457
2017-01-17,103.08544326158426,109.02442222278516
2017-01-18,103.15897513523173,109.22196760219671
2017-01-19,103.36532981823903,108.6361003387609
2017-01-20,103.30207601022221,109.26543642862458
2017-01-23,103.11622900611299,109.88394813413036
2017-01-24,102.99235312256233,109.88508607840282
2017-01-25,103.19579547579607,110.17826173262
2017-01-26,103.24543853783159,110.51585457067804
2017-02-03,103.01866644155604,110.14367278348034
2017-02-06,103.06026183704759,110.65228265070317
2017-02-07,102.63245008195628,110.62241326103681
2017-02-08,102.8573430141964,111.1849987143021
2017-02-09,103.00354421004887,111.55498240864293
2017-02-10,103.02385963516673,111.71406552124577
2017-02-13,103.1426343894019,112.27932565503791
2017-02-14,103.06843210765489,112.25037916386458
2017-02-15,103.56590831880553,111.6546664433358
2017-02-16,103.42874618533884,112.14730122947314
2017-02-17,103.61954967985658,111.30829002300243
2017-02-20,103.92355546433268,112.15953402969438
2017-02-21,103.69258903004395,112.59069714423701
2017-02-22,103.86921680117204,112.91906552566992
2017-02-23,103.90932582485262,112.69144396202041
2017-02-24,103.98434263620551,113.05077803507304
2017-02-27,103.98554068263417,112.44665644697827
2017-02-28,103.79744360301677,112.49404993784486
2017-03-01,103.84168666394493,112.82383441002868
2017-03-02,103.87141301424751,112.38395096726876
2017-03-03,104.11839080086757,112.07063491805815
2017-03-06,104.07471629397035,112.74776253437508
2017-03-07,104.38802139180916,112.81949540300853
2017-03-08,104.49507188170311,112.88951533302476
2017-03-09,104.4908664754716,112.24283787829705
2017-03-10,104.47841129187883,112.13407498613195
2017-03-13,104.54349699827618,112.67497423609552
2017-03-14,104.58056790031964,112.45926759605001
2017-03-15,104.61709358245533,112.70803346740624
2017-03-16,104.8929098022247,113.49288108321662
2017-03-17,105.03110673896468,112.97820972986045
2017-03-20,104.98092971842902,113.47501833460569
2017-03-21,105.2535628155437,113.63585388553767
2017-03-22,105.0572220665267,113.36893057644613
2017-03-23,105.17434902839452,113.43076654070703
2017-03-24,105.50712950803114,113.5634696849418
2017-03-27,105.23731737805895,113.19309938169238
2017-03-28,105.46607486630076,112.9508678410029
2017-03-29,105.39193621219407,112.73260903676939
2017-03-30,105.52778774741076,111.62819656842609
2017-03-31,105.50866890578257,111.90666553785873
2017-04-05,105.75494226136408,113.19318506341962
2017-04-06,105.71646917609323,113.39645256779951
2017-04-07,105.41040215025828,113.7437627989247
2017-04-10,105.52446897922923,113.32339911173067
2017-04-11,105.30187313953043,113.70465714067916
2017-04-12,105.90522082769316,113.49146551723435
2017-04-13,105.65761986524625,113.84596610847582
2017-04-14,105.92773960639256,113.28040917679336
2017-04-17,106.06014615018431,112.50467284360128
2017-04-18,106.00011916039361,111.92734886941605
2017-04-19,106.33609879137616,111.31755819559092
2017-04-20,106.67986423208129,111.3107484762752
2017-04-21,106.49040248594608,111.1938222622666
2017-04-24,107.04485489232422,109.70191507240882
2017-04-25,107.60203387168636,109.9232403551333
2017-04-26,107.80597458068513,110.0667242759106
2017-04-27,107.63440397855275,110.3398354535695
2017-04-28,107.26661465090885,110.44205972735269
2017-05-02,107.01629228071803,110.40176616601134
2017-05-03,107.01312056219831,110.1233407552574
2017-05-04,106.92681278508691,109.85088511351665
2017-05-05,107.3455386953259,109.00678134642594
2017-05-08,107.66188590179257,108.12014517191895
2017-05-09,107.6667421326358,108.33857256710155
2017-05-10,108.14057914387575,107.3700689002614
2017-05-11,108.65723496289735,107.19874472190934
2017-05-12,108.82885901654511,107.3863158146749
2017-05-15,108.99394469178634,107.76437878615506
2017-05-16,108.43399408205492,108.78375646926874
2017-05-17,108.02430639374303,108.84161671499852
2017-05-18,107.86259740538145,108.44207916751427
2017-05-19,107.8177580420633,108.43635791438805
2017-05-22,108.41909326258514,107.95486095816345
2017-05-23,109.41594967455424,107.06530221506598
2017-05-24,109.1948870827951,107.11615310491204
2017-05-25,109.1444261491386,107.85398993683741
2017-05-26,109.35392616099983,107.85840004181541
2017-05-31,110.03794500939021,107.6740355336246
2017-06-01,111.00652951967685,106.89189311580077
2017-06-02,110.7127057098705,107.22107153144506
2017-06-05,110.44761553144392,107.50531481213963
2017-06-06,110.63094424247394,107.85249778313326
2017-06-07,110.13851792365597,108.88430880657182
2017-06-08,110.41871958424294,109.07898006893497
2017-06-09,110.23766181127192,109.24276737504586
2017-06-12,110.62665957540017,108.78419229832129
2017-06-13,110.47295199291365,109.3883372241336
2017-06-14,110.46696437207922,109.13782234886109
2017-06-15,109.7814310731942,109.31040781777004
2017-06-16,109.79951819600764,109.2113703101247
2017-06-19,110.23669926871118,109.76819218833487
2017-06-20,110.34047279733986,109.72281797134839
2017-06-21,110.56951896824332,110.05124613270137
2017-06-22,111.06023629546087,109.47795290360136
2017-06-23,111.12101566177095,109.68397708713333
2017-06-26,111.07669706453352,110.54467778402457
2017-06-27,111.1116541592472,110.73935330691909
2017-06-28,111.17564022767962,110.30930527841778
2017-06-29,111.37067711541337,110.7548481815386
2017-06-30,111.21629617920283,110.83985649938994
2017-07-03,110.60298672664844,111.20000612117298
2017-07-04,110.2482316149231,110.75443239911822
2017-07-05,110.26019435252492,111.27068848571173
2017-07-06,110.10540358668575,111.47031829697274
2017-07-07,109.61819237823944,111.66476837286312
2017-07-10,109.69795195759286,111.71997228175354
2017-07-11,110.68865257032007,111.33696014140104
2017-07-12,110.67194221597634,111.24946259287094
2017-07-13,110.65998613312466,111.75782173353245
2017-07-14,110.56348001879573,111.59344042616803
2017-07-17,110.0091079482273,109.82790468623391
2017-07-18,109.90385691488139,110.4020839883456
2017-07-19,109.92086230486531,111.70361102602881
2017-07-20,110.15442116104275,112.01509379290755
2017-07-21,110.07695289525641,112.02784695403383
2017-07-24,110.22229543161974,112.18038167876239
2017-07-25,110.25485625999814,111.92789571903734
2017-07-26,109.8847231298243,111.87090401230486
2017-07-27,110.345015777682,112.19914622216656
2017-07-28,110.35456959866544,112.32852445499135
2017-07-31,110.33653028267601,113.25354834048602
2017-08-01,110.58331797371753,113.44450344023068
2017-08-02,110.37635658895519,113.09390019353809
2017-08-03,110.0762966203119,113.0214136729433
2017-08-04,110.08926429849373,113.03717867018275
2017-08-07,110.339375495132,113.58642903981577
2017-08-08,110.73170383868482,113.91438497141446
2017-08-09,110.76900020455686,114.5528326209559
2017-08-10,110.86214134790757,114.16933087390512
2017-08-11,110.78168732829381,112.47854123953196
2017-08-14,111.15103146044612,113.43743222381957
2017-08-15,111.1487326583152,113.40834894058236
2017-08-16,111.09258092982269,113.34108335042697
2017-08-17,111.08123661991564,114.02551320626534
2017-08-18,111.09895401881442,113.83843390961958
2017-08-21,110.71045706234075,114.82716025775682
2017-08-22,110.46008001263439,115.25480108382786
2017-08-23,110.5313792532622,114.71149050779186
2017-08-24,110.59937833662103,113.96701031320843
2017-08-25,110.54722930383139,114.94183495808493
2017-08-28,110.7103474239893,115.70993834685117
2017-08-29,110.67232774606268,115.55736886054275
2017-08-30,110.49078394169005,115.66308827188179
2017-08-31,110.54522764314825,115.55290223794267
2017-09-01,110.43399377651649,116.29098555017102
2017-09-04,110.60026150622835,116.77823236692532
2017-09-05,110.79723299947601,116.59249892412609
2017-09-06,110.67001924461066,116.78846785206414
2017-09-07,110.71150912013601,116.19219467695301
2017-09-08,110.70069811252365,116.41495446753618
2017-09-11,110.84110817507462,116.62753574710096
2017-09-12,110.76887304639173,116.6513585869766
2017-09-13,110.89515692381484,116.76552025004034
2017-09-14,111.13770390610279,116.5903927311341
2017-09-15,111.58577470908631,116.05784097545546
2017-09-18,111.72975642280845,116.41444775580696
2017-09-19,111.63193486074508,116.10946185343971
2017-09-20,111.7189204228798,116.58987203721432
2017-09-21,111.51332835929935,116.06197087137386
2017-09-22,111.60436040525047,115.81858542360976
2017-09-25,111.86794346402284,115.16692338894366
2017-09-26,111.52065332190402,115.48702588804804
2017-09-27,111.35179585079263,115.78435161539187
2017-09-28,111.44353872680483,115.46036838999616
2017-09-29,111.58456375450669,115.83854923434329
2017-10-09,112.03533028083837,116.81332104600371
2017-10-10,112.57538924459902,117.17430664807075
2017-10-11,112.8126495373166,117.18352176299376
2017-10-12,112.86183436595525,117.2356060026273
2017-10-13,113.08948709585702,117.63850206014266
2017-10-16,112.94677419482721,117.0819855390962
2017-10-17,112.77429919936372,116.75930633251701
2017-10-18,113.03061777966168,116.74419059699261
2017-10-19,112.94083982883672,115.99492355930022
2017-10-20,113.05658742213969,116.51219200805694
2017-10-23,113.21802604706197,116.75499600391616
2017-10-24,113.35428638846896,116.8201377907908
2017-10-25,113.60959600021016,117.20133433962765
2017-10-26,113.54928973699472,117.45978024129093
2017-10-27,113.45176844141285,117.33297467889837
2017-10-30,112.82847485883481,116.34454278798381
2017-10-31,112.8417955663017,116.50831147770657
2017-11-01,112.82939912527401,116.7043683468606
2017-11-02,112.7627308794492,116.34168023902734
2017-11-03,112.71241242870882,115.92553267096389
2017-11-06,113.0856463564869,116.6654111752595
2017-11-07,113.12454368264635,117.55455886725044
2017-11-08,113.09353865365537,117.43652479501101
2017-11-09,113.23817559248681,118.12921290287252
2017-11-10,113.51064307946179,118.20139978790583
2017-11-13,113.27877046275128,118.28320899772278
2017-11-14,112.86164021078633,117.55566362494004
2017-11-15,112.92562324571966,117.2798217765504
2017-11-16,113.2286578773353,117.32642400154288
2017-11-17,112.90926636328618,116.34112747347083
2017-11-20,113.01109885524616,116.75453879283484
2017-11-21,113.32031837075351,117.16904561917411
2017-11-22,113.11324805393208,117.23487199892035
2017-11-23,112.08026636837359,115.5455398252095
2017-11-24,112.05018079435175,115.43818615668866
2017-11-27,111.64699569992429,114.2471611321497
2017-11-28,111.8332475957381,114.85245154135295
2017-11-29,111.77337346656917,114.90336387016791
2017-11-30,111.28750872421864,114.16672357326509
2017-12-01,111.43302522678144,114.36362628990324
2017-12-04,111.47406471653447,114.3655987891099
2017-12-05,111.34684616796997,113.6386131469999
2017-12-06,111.06948118691236,113.36726116307348
2017-12-07,111.18228443192334,112.92522805886817
2017-12-08,111.46240719077376,113.49955214672451
2017-12-11,112.07575030227497,114.3952019810089
2017-12-12,111.743496522344,113.54816087335968
2017-12-13,112.14368709493002,114.10318175922987
2017-12-14,112.22849617620399,114.05061006253004
2017-12-15,112.18664770935094,113.53334288020798
2017-12-18,112.09258531806594,113.60625468376786
2017-12-19,112.35381202269797,114.07777093790202
2017-12-20,112.28717159305594,113.67918145119937
2017-12-21,112.54348734358489,113.97618335577036
2017-12-22,112.51622422462387,114.14999103390161
2017-12-25,112.66198880538307,113.79989538926768
2017-12-26,112.69547717502519,114.09850771302143
2017-12-27,112.19622789720536,113.68836226115933
2017-12-28,112.96972303187111,114.53519319434517
2017-12-29,113.0623889874939,114.49309186056063
2018-01-02,113.31896424415551,115.73912331354617
2018-01-03,113.66947596913279,116.50019961375446
2018-01-04,113.62425164113219,117.07183663349959
2018-01-05,113.79283621023335,117.20581983201488
2018-01-08,114.03298479169652,117.87403077651777
2018-01-09,114.28390446534218,118.00102623343423
2018-01-10,114.10231494897376,117.72363172807465
2018-01-11,114.16792450250452,117.60193778527848
2018-01-12,114.38976377089169,117.60965355590128
2018-01-15,114.97435688763503,116.51946305166503
2018-01-16,115.1953796051824,116.98861889900351
2018-01-17,115.0805658485367,116.86633886802638
2018-01-18,114.84131455249968,117.14201584900098
2018-01-19,114.75834051499383,117.30549509397783
2018-01-22,114.72053241192637,118.05186125325939
2018-01-23,114.5661026820775,118.66072856949425
2018-01-24,114.41876812791705,118.7331312750452
2018-01-25,114.47938583828012,119.27682057818696
2018-01-26,114.51002468492185,119.31328173218347
2018-01-29,114.02661060242696,118.49617566139703
2018-01-30,114.06580689097035,117.63877130056915
2018-01-31,114.7107746509409,117.3158794399204
2018-02-01,115.13504750130919,115.24281915191088
2018-02-02,113.8267348260956,115.92138940965188
2018-02-05,113.36044110247592,115.68064398539093
2018-02-06,114.73913974292107,112.47208035890112
2018-02-07,115.15936219711324,111.50403521574597
2018-02-08,115.65923516499308,110.92151793044494
2018-02-09,116.92694336016025,107.44868045091225
2018-02-12,116.86174520946322,108.59096024018609
2018-02-13,116.84497112697927,109.11356338069393
2018-02-14,116.85701849233396,109.81895813922353
2018-02-22,116.61763721242251,111.47931346104625
2018-02-23,116.35555484890898,111.9892808584816
2018-02-26,116.37066879493625,113.22239501305393
2018-02-27,117.19375939339143,112.37879569314447
2018-02-28,117.20871724440656,111.89385183897542
2018-03-01,117.50939053643373,112.43110262454677
2018-03-02,118.06185193116289,112.16756975252937
2018-03-05,118.24959815400659,111.94837326335916
2018-03-06,117.66070112543585,112.74378358614652
2018-03-07,118.21802608368108,112.073246438816
2018-03-08,118.67887297591857,113.05772264816372
2018-03-09,118.67901369096305,113.48639493843268
2018-03-12,118.29391209229574,114.37688460052524
2018-03-13,118.3480796689967,114.01075704902541
2018-03-14,118.14629230161546,113.81086811749668
2018-03-15,118.1203605087369,113.76900118830406
2018-03-16,118.59199692462717,113.2899378699066
2018-03-19,118.9962331374754,113.22541434175966
2018-03-20,118.84763330761659,113.56185753173087
2018-03-21,119.20772745110051,113.38676892471243
2018-03-22,119.02364586383631,112.75420312637272
2018-03-23,120.71827071078157,110.25785363509777
2018-03-26,121.13585151547568,110.527340623173
2018-03-27,121.09411315999824,111.8069812274486
2018-03-28,121.54742606979224,110.46769964988037
2018-03-29,120.60530488424239,110.96929947587064
2018-03-30,120.99283916805435,111.44201082197394
2018-04-02,121.52171386130073,111.6334938459725
2018-04-03,122.00492989990104,111.11582044615903
2018-04-04,122.3826500223652,111.1077084597557
2018-04-09,122.68436900173842,111.27351960601494
2018-04-10,122.09581463186707,112.07064183059437
2018-04-11,122.25350573276074,112.63823948825875
2018-04-12,122.48093153689953,112.15121748190533
2018-04-13,122.43461710410544,111.58914569627075
2018-04-16,123.03844738439184,110.69952316851597
2018-04-17,123.51858335217952,109.49862405139447
2018-04-18,123.54481528920263,109.71742197224926
2018-04-19,123.00073988726881,110.52236857925494
2018-04-20,123.47027289521834,109.20235832093765
2018-04-23,122.08279331598327,109.09209629189769
2018-04-24,122.36722440630341,110.36709373587279
2018-04-25,122.5043346365757,110.35045329277224
2018-04-26,122.2238574368496,109.12917528610635
2018-04-27,122.14556739930937,109.33565185074863
2018-05-02,122.45721164406145,109.29060495797269
2018-05-03,122.29717407309208,109.67863698575539
2018-05-04,122.21195496885852,109.80004862531337
2018-05-07,122.42771715393292,110.97491902883196
2018-05-08,122.63301833200757,111.54861094888275
2018-05-09,122.54565040568575,111.42781576075531
2018-05-10,122.66774362906372,112.03464001722357
2018-05-11,122.66918245373269,111.60047085646549
2018-05-14,122.87481543772512,111.74174813680457
2018-05-15,122.7774201744245,112.23127170294036
2018-05-16,122.76994349788457,111.87407516280423
2018-05-17,122.22236011387922,111.54488161612521
2018-05-18,121.69297889678718,112.45598177801087
2018-05-21,121.6625711197499,113.05648416044991
2018-05-22,121.9438325626791,113.24526975230577
2018-05-23,122.4826319415923,112.13375524943191
2018-05-24,122.44434291064184,112.04210851369653
2018-05-25,123.04567528403756,111.60927706494779
2018-05-28,123.35618572874985,111.33083132684804
2018-05-29,122.95325243342224,110.77218891293047
2018-05-30,123.66561255514952,109.21279486526379
2018-05-31,123.97824954816505,110.4447546605739
2018-06-01,123.40089973583265,109.78668819232942
2018-06-04,123.70623696951509,109.87081343049138
2018-06-05,123.92327613262609,110.67445588333977
2018-06-06,124.25822036707747,111.04977528445043
2018-06-07,123.99919053715043,110.75448356677296
2018-06-08,123.87310400154092,109.45564166595932
2018-06-11,124.02151105942205,109.2736500249405
2018-06-12,124.07449614091422,110.10879382379277
2018-06-13,124.02880585743203,109.13130766234684
2018-06-14,123.7331952006611,108.79019127098597
2018-06-15,123.362285374976,107.8439324307827
2018-06-19,123.13806059865419,104.1546983605787
2018-06-20,123.41013728535766,104.52807998413311
2018-06-21,123.0987634065063,103.42868617411183
2018-06-22,123.06957971712112,104.01000344451674
2018-06-25,123.07450033814165,103.34938683545309
2018-06-26,122.86047339155873,103.08028646366118
2018-06-27,122.05504242827124,102.29660672766192
2018-06-28,121.62377116162719,101.61817081948479
2018-06-29,122.25410997633344,103.34647013236147
2018-07-02,122.4326718585236,102.01959129283091
2018-07-03,122.0405698479029,102.1578247914906
2018-07-04,122.32744091223844,101.65121685103489
2018-07-05,122.54577685739885,100.51246117349532
2018-07-06,122.66124699270713,100.73492107193478
2018-07-09,123.03330126071401,102.31762245590564
2018-07-10,122.71617973005333,102.64481783375734
2018-07-11,122.74666894867998,101.1982102502316
2018-07-12,122.9734311301816,102.63600251842773
2018-07-13,123.2072988114603,102.81827606263789
2018-07-16,123.10227364574264,102.79466875202239
2018-07-17,123.04072701643524,102.40212398890276
2018-07-18,123.30654062254085,102.15107325371963
2018-07-19,123.02419840293466,101.76631452193025
2018-07-20,123.27401556238284,102.59207303189206
2018-07-23,122.75127229420355,103.17536519819228
2018-07-24,120.75373691211169,104.62517134190894
2018-07-25,120.8832227613599,104.80377940964208
2018-07-26,120.99934315864374,104.39382086102387
2018-07-27,121.22119402220271,104.19440091732753
2018-07-30,120.5688759221603,103.82810790525399
2018-07-31,120.58796361209025,103.97901473102951
2018-08-01,122.26364383107627,102.68931542333155
2018-08-02,123.56541893143253,101.24422430805392
2018-08-03,122.74586438757082,100.48366365332959
2018-08-06,122.63693398570388,99.54957430532963
2018-08-07,119.79135702527712,101.4890209567448
2018-08-08,119.13845017965004,100.9599406274341
2018-08-09,118.97044695367572,102.23304381394411
2018-08-10,119.41774079424034,102.27853801954785
2018-08-13,119.13020782381356,102.1737419562995
2018-08-14,118.56445511860518,102.00576797490304
2018-08-15,119.51001011214619,100.39114630882679
2018-08-16,119.82788935088064,99.84934919361514
2018-08-17,120.00993020114575,98.712346405318
2018-08-20,118.31790675070741,99.444044459008
2018-08-21,118.71092619805611,100.54179363423597
2018-08-22,119.29744383127216,100.06351739174406
2018-08-23,119.51752252054264,100.24654143006104
2018-08-24,119.74432306098804,100.13642612194063
2018-08-27,119.2594517066391,101.65732884036174
2018-08-28,118.82295612264448,101.69726194128927
2018-08-29,119.22515667167433,101.33643970601001
2018-08-30,120.43596655583396,100.45982062782987
2018-08-31,120.59590325858336,99.89111434912792
2018-09-03,120.919428442692,99.61877117186914
2018-09-04,120.15626184621794,100.2982987902489
2018-09-05,120.93264032343552,99.27093547610399
2018-09-06,120.08065873043041,99.16418248938244
2018-09-07,119.90286191243209,99.52429970482555
2018-09-10,120.77396994632493,98.42511822516003
2018-09-11,120.93212729000354,98.42993436617692
2018-09-12,120.38207292035008,97.94089762665696
2018-09-13,118.46178803068943,98.68839879209528
2018-09-14,118.98405114728175,98.62201430420427
2018-09-17,120.17330246499071,97.6130151464937
2018-09-18,119.3801718131874,98.79308081988924
