时间,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Q
2016-04-19,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-20,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-21,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-22,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-25,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-26,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-27,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-28,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-04-29,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-03,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-04,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-05,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-06,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-09,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-10,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-11,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-12,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-13,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-16,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-17,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-18,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-19,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-20,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-23,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-24,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-25,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-26,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-27,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-30,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-05-31,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-01,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-02,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-03,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-06,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-07,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-08,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-13,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-14,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-15,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-16,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-17,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-20,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-21,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-22,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-23,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-24,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-27,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-28,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-29,0.037062767991456566,-0.01617342792681836,-0.35598892416774003,-0.09110807647928836,-0.20419594029541052,0.1502803052543896,0.5869276695060585,0.6197581617132139,0.3237081283522907,-0.016585790710982592,0.18856914975824685,0.043734462410842716,-0.2556816149649857,-0.1691759512586991,0.15886908081742585,-0.14697861910284574
2016-06-30,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-01,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-04,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-05,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-06,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-07,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-08,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-11,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-12,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-13,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-14,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-15,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-18,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-19,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-20,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-21,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-22,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-25,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-26,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-27,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-28,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-07-29,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-08-01,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-08-02,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
2016-08-03,0.06792287524578905,0.13260516426567298,-0.12802652630538677,0.05404384606209714,0.0881703985764211,0.11818405003379569,0.26688999523952495,0.3183304660110437,0.08866980155631356,-0.08762259548896695,-0.01637221162982116,0.08134908809873216,-0.01619523919356615,-0.014706470395671415,0.04675735792402169,0.5818992567432756
